"IDX_REPORTE","FECHA_REPORTE_C","SEXO","ESTADO_CIVIL","NIVEL_EDUCATIVO","ESTADO","EDAD_C","EDAD_G","ESTADO_CIVIL_G","NIVEL_EDUCATIVO_G","ANIO_REPORTE","FLAG"
"14-076455-0",NA,"Hombre","Soltera","Preescolar","Portal",4,"Niñez","Soltera","Basico",NA,0
"14-076456-0",NA,"Hombre","Soltera","Licenciatura","Ciudad de México",23,"Juventud","Soltera","Superior",NA,0
"14-076457-0",NA,"Hombre","Casada","Preparatoria","Portal",50,"Adultez","Relacion","Medio",NA,0
"14-076464-0",NA,"Hombre","Union libre","Primaria","Portal",52,"Adultez","Relacion","Basico",NA,0
"14-076489-0",NA,"Mujer","Soltera","Primaria","Zacatecas",28,"Juventud","Soltera","Basico",NA,0
"14-076494-0","2022-12-03","Mujer","Soltera","Preparatoria","Ciudad de México",18,"Adolescencia","Soltera","Medio",2022,0
"14-076510-0","2023-05-16","Mujer","Union libre","Secundaria","Hidalgo",36,"Adultez","Relacion","Medio",2023,0
"14-076512-0","2021-08-30","Mujer","Casada","Primaria","México",42,"Adultez","Relacion","Basico",2021,0
"14-076513-0","2020-11-25","Hombre","Union libre","Primaria","Baja California Sur",56,"Adultez","Relacion","Basico",2020,0
"14-076526-0","2019-12-18","Hombre","Soltera","Preparatoria","Ciudad de México",25,"Juventud","Soltera","Medio",2019,0
"14-076528-0",NA,"Hombre","Union libre","Preparatoria","Portal",22,"Juventud","Relacion","Medio",NA,0
"14-076529-0",NA,"Hombre","Soltera","Licenciatura","Portal",32,"Adultez","Soltera","Superior",NA,0
"14-076535-0","2022-06-17","Hombre","Casada","Primaria","Sonora",21,"Juventud","Relacion","Basico",2022,0
"14-076540-0","2023-03-13","Hombre","Casada","Licenciatura","Nacional",39,"Adultez","Relacion","Superior",2023,0
"14-076561-0","2018-07-19","Hombre","Soltera","Primaria","Sinaloa",29,"Juventud","Soltera","Basico",2018,0
"14-076563-0",NA,"Hombre","Soltera","Preparatoria","Ciudad de México",18,"Adolescencia","Soltera","Medio",NA,0
"14-076566-0","2020-01-13","Mujer","Soltera","Preparatoria","Coahuila de Zaragoza",25,"Juventud","Soltera","Medio",2020,0
"14-076570-0",NA,"Hombre","Soltera","Secundaria","Portal",49,"Adultez","Soltera","Medio",NA,0
"14-076571-0",NA,"Hombre","Union libre","Secundaria","Portal",25,"Juventud","Relacion","Medio",NA,0
"14-076575-0",NA,"Hombre","Viuda","Primaria","Portal",81,"Adultez Mayor","Desconocido","Basico",NA,0
"14-076575-1","2022-12-04","Hombre","Viuda","Primaria","Ciudad de México",81,"Adultez Mayor","Desconocido","Basico",2022,0
"14-076587-0",NA,"Hombre","Soltera","Sin escolaridad","Portal",38,"Adultez","Soltera","Desconocido",NA,0
"14-076592-2",NA,"Hombre","Soltera","Primaria","Veracruz de Ignacio de la Llave",31,"Adultez","Soltera","Basico",NA,0
"14-076610-0",NA,"Hombre","Soltera","Secundaria","Portal",26,"Juventud","Soltera","Medio",NA,0
"14-076619-0","2022-01-04","Hombre","Soltera","Secundaria","Guerrero",49,"Adultez","Soltera","Medio",2022,0
"14-076624-0",NA,"Hombre","Sociedad en convivencia","Comercial","Portal",38,"Adultez","Relacion","Desconocido",NA,0
"14-076664-0",NA,"Hombre","Separada","Primaria","Portal",41,"Adultez","Separada/Divorciada","Basico",NA,0
"14-076674-0","2020-08-02","Hombre","Soltera","Primaria","Ciudad de México",24,"Juventud","Soltera","Basico",2020,0
"14-076690-0","2023-03-06","Hombre","Casada","Primaria","Guerrero",35,"Adultez","Relacion","Basico",2023,0
"14-076692-0",NA,"Mujer","Soltera","Secundaria","Portal",26,"Juventud","Soltera","Medio",NA,0
"14-076696-0","2022-07-12","Hombre","Casada","Licenciatura","Portal",44,"Adultez","Relacion","Superior",2022,0
"14-076701-0","2022-04-20","Hombre","Separada","Preparatoria","Sonora",24,"Juventud","Separada/Divorciada","Medio",2022,0
"14-076708-0",NA,"Hombre","Soltera","Primaria","Veracruz de Ignacio de la Llave",54,"Adultez","Soltera","Basico",NA,0
"14-076717-0",NA,"Hombre","Casada","Preparatoria","Coahuila de Zaragoza",56,"Adultez","Relacion","Medio",NA,0
"14-076725-0","2021-02-12","Hombre","Soltera","Primaria","Portal",41,"Adultez","Soltera","Basico",2021,0
"14-076740-0",NA,"Hombre","Soltera","Preparatoria","Chihuahua",25,"Juventud","Soltera","Medio",NA,0
"14-076742-0","2022-12-23","Hombre","Soltera","Secundaria","Michoacán de Ocampo",30,"Juventud","Soltera","Medio",2022,0
"14-076749-0","2021-09-21","Hombre","Soltera","Preparatoria","Morelos",21,"Juventud","Soltera","Medio",2021,0
"14-076758-0",NA,"Hombre","Soltera","Licenciatura","Ciudad de México",32,"Adultez","Soltera","Superior",NA,0
"14-076767-0","2021-09-08","Mujer","Soltera","Secundaria","Ciudad de México",15,"Adolescencia","Soltera","Medio",2021,0
"14-076786-0",NA,"Mujer","Soltera","Sin escolaridad","Portal",4,"Niñez","Soltera","Desconocido",NA,0
"14-076797-0",NA,"Hombre","Union libre","Secundaria","Portal",28,"Juventud","Relacion","Medio",NA,0
"14-076798-0",NA,"Mujer","Soltera","Secundaria","Portal",38,"Adultez","Soltera","Medio",NA,0
"14-076799-0","2012-01-31","Hombre","Soltera","Secundaria","México",19,"Juventud","Soltera","Medio",2012,0
"14-076801-0","2022-07-13","Hombre","Soltera","Secundaria","Portal",22,"Juventud","Soltera","Medio",2022,0
"14-076804-0",NA,"Hombre","Soltera","Preparatoria","Veracruz de Ignacio de la Llave",28,"Juventud","Soltera","Medio",NA,0
"14-076820-0",NA,"Mujer","Soltera","Preparatoria","Portal",18,"Adolescencia","Soltera","Medio",NA,0
"14-076823-0",NA,"Mujer","Soltera","Secundaria","Nuevo León",18,"Adolescencia","Soltera","Medio",NA,0
"14-076847-0",NA,"Hombre","Concubina","Secundaria","Portal",35,"Adultez","Relacion","Medio",NA,0
"14-076863-0","2019-08-01","Hombre","Soltera","Secundaria","Sinaloa",30,"Juventud","Soltera","Medio",2019,0
"14-076889-0","2023-04-13","Hombre","Soltera","Primaria","Hidalgo",6,"Niñez","Soltera","Basico",2023,0
"14-076891-0","2019-11-23","Hombre","Casada","Secundaria","Guanajuato",39,"Adultez","Relacion","Medio",2019,0
"14-076892-0","2013-10-25","Hombre","Soltera","Preparatoria","Nacional",23,"Juventud","Soltera","Medio",2013,0
"14-076897-0","2018-07-24","Hombre","Soltera","Primaria","Guanajuato",32,"Adultez","Soltera","Basico",2018,0
"14-076899-0","2022-04-18","Hombre","Union libre","Primaria","Zacatecas",22,"Juventud","Relacion","Basico",2022,0
"14-076905-0",NA,"Mujer","Soltera","Preparatoria","Portal",24,"Juventud","Soltera","Medio",NA,0
"14-076908-0",NA,"Mujer","Viuda","Primaria","Portal",75,"Adultez Mayor","Desconocido","Basico",NA,0
"14-076920-0",NA,"Hombre","Union libre","Secundaria","Portal",53,"Adultez","Relacion","Medio",NA,0
"14-076926-2",NA,"Hombre","Concubina","Primaria","Ciudad de México",73,"Adultez Mayor","Relacion","Basico",NA,0
"14-076948-2",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",24,"Juventud","Soltera","Medio",NA,0
"14-076949-0",NA,"Hombre","Soltera","Preparatoria","Portal",36,"Adultez","Soltera","Medio",NA,0
"14-076963-0","2019-05-02","Hombre","Soltera","Primaria","Sinaloa",48,"Adultez","Soltera","Basico",2019,0
"14-076971-0",NA,"Hombre","Casada","Secundaria","Portal",31,"Adultez","Relacion","Medio",NA,0
"14-076991-0",NA,"Hombre","Soltera","Secundaria","Ciudad de México",23,"Juventud","Soltera","Medio",NA,0
"14-076994-0","2012-02-11","Mujer","Soltera","Secundaria","México",18,"Adolescencia","Soltera","Medio",2012,0
"14-076996-0","2019-02-26","Hombre","Casada","Primaria","Ciudad de México",37,"Adultez","Relacion","Basico",2019,0
"14-077003-0",NA,"Hombre","Soltera","Secundaria","Portal",22,"Juventud","Soltera","Medio",NA,0
"14-077005-0",NA,"Hombre","Casada","Preparatoria","Portal",51,"Adultez","Relacion","Medio",NA,0
"14-077013-0",NA,"Mujer","Separada","Secundaria","Portal",27,"Juventud","Separada/Divorciada","Medio",NA,0
"14-077021-0",NA,"Hombre","Union libre","Secundaria","Portal",25,"Juventud","Relacion","Medio",NA,0
"14-077027-0","2011-06-06","Hombre","Soltera","Licenciatura","Nacional",37,"Adultez","Soltera","Superior",2011,0
"14-077031-0",NA,"Mujer","Soltera","Primaria","Chihuahua",15,"Adolescencia","Soltera","Basico",NA,0
"14-077036-0","2019-12-11","Mujer","Concubina","Preparatoria","Ciudad de México",28,"Juventud","Relacion","Medio",2019,0
"14-077051-0","2019-02-22","Hombre","Separada","Primaria","Guanajuato",30,"Juventud","Separada/Divorciada","Basico",2019,0
"14-077058-0",NA,"Hombre","Union libre","Preparatoria","Portal",60,"Adultez","Relacion","Medio",NA,0
"14-077067-0","2020-07-07","Mujer","Soltera","Primaria","Guerrero",13,"Adolescencia","Soltera","Basico",2020,0
"14-077070-0",NA,"Hombre","Union libre","Primaria","Chihuahua",32,"Adultez","Relacion","Basico",NA,0
"14-077085-0",NA,"Hombre","Soltera","Secundaria","Sinaloa",38,"Adultez","Soltera","Medio",NA,0
"14-077102-0","2021-05-05","Mujer","Soltera","Preparatoria","Sonora",30,"Juventud","Soltera","Medio",2021,0
"14-077104-0",NA,"Hombre","Soltera","Secundaria","Guerrero",20,"Juventud","Soltera","Medio",NA,0
"14-077107-0","2023-04-08","Hombre","Soltera","Preparatoria","Nayarit",26,"Juventud","Soltera","Medio",2023,0
"14-077114-0","2022-06-20","Hombre","Casada","Secundaria","Zacatecas",47,"Adultez","Relacion","Medio",2022,0
"14-077120-0","2021-05-08","Mujer","Soltera","Secundaria","México",14,"Adolescencia","Soltera","Medio",2021,0
"14-077131-0","2020-11-18","Hombre","Union libre","Primaria","Nayarit",55,"Adultez","Relacion","Basico",2020,0
"14-077132-0",NA,"Mujer","Soltera","Preescolar","Portal",7,"Niñez","Soltera","Basico",NA,0
"14-077135-0","2023-07-08","Hombre","Casada","Secundaria","México",45,"Adultez","Relacion","Medio",2023,0
"14-077140-0","2019-09-09","Hombre","Soltera","Primaria","Sinaloa",34,"Adultez","Soltera","Basico",2019,0
"14-077145-0",NA,"Hombre","Soltera","Preparatoria","Portal",21,"Juventud","Soltera","Medio",NA,0
"14-077150-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",14,"Adolescencia","Soltera","Medio",NA,0
"14-077153-0","2020-08-07","Hombre","Union libre","Secundaria","Sonora",34,"Adultez","Relacion","Medio",2020,0
"14-077155-0","2021-07-08","Hombre","Soltera","Licenciatura","Michoacán de Ocampo",27,"Juventud","Soltera","Superior",2021,0
"14-077158-0","2022-10-10","Hombre","Soltera","Preparatoria","Zacatecas",22,"Juventud","Soltera","Medio",2022,0
"14-077161-0","2023-05-20","Mujer","Soltera","Licenciatura","Sinaloa",24,"Juventud","Soltera","Superior",2023,0
"14-077168-0","2022-08-29","Hombre","Soltera","Preparatoria","Querétaro",29,"Juventud","Soltera","Medio",2022,0
"14-077172-0",NA,"Hombre","Casada","Primaria","Portal",41,"Adultez","Relacion","Basico",NA,0
"14-077189-0","2011-05-16","Mujer","Soltera","Tecnico","México",23,"Juventud","Soltera","Desconocido",2011,0
"14-077204-0","2023-07-07","Mujer","Soltera","Preparatoria","México",30,"Juventud","Soltera","Medio",2023,0
"14-077205-0","2022-08-15","Hombre","Soltera","Primaria","Oaxaca",31,"Adultez","Soltera","Basico",2022,0
"14-077209-0","2022-11-21","Hombre","Soltera","Preparatoria","Guerrero",21,"Juventud","Soltera","Medio",2022,0
"14-077210-0","2023-06-21","Hombre","Soltera","Licenciatura","San Luis Potosí",30,"Juventud","Soltera","Superior",2023,0
"14-077211-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",35,"Adultez","Soltera","Medio",NA,0
"14-077222-0",NA,"Hombre","Soltera","Preparatoria","Nuevo León",23,"Juventud","Soltera","Medio",NA,0
"14-077224-0","2021-05-30","Mujer","Soltera","Primaria","Portal",26,"Juventud","Soltera","Basico",2021,0
"14-077229-0","2015-01-05","Hombre","Union libre","Preparatoria","Nacional",19,"Juventud","Relacion","Medio",2015,0
"14-077232-0",NA,"Hombre","Soltera","Preparatoria","Veracruz de Ignacio de la Llave",22,"Juventud","Soltera","Medio",NA,0
"14-077236-0",NA,"Hombre","Union libre","Primaria","Portal",30,"Juventud","Relacion","Basico",NA,0
"14-077250-0",NA,"Hombre","Union libre","Licenciatura","Portal",39,"Adultez","Relacion","Superior",NA,0
"14-077253-0",NA,"Mujer","Soltera","Preparatoria","Portal",16,"Adolescencia","Soltera","Medio",NA,0
"14-077279-0",NA,"Hombre","Soltera","Preparatoria","Veracruz de Ignacio de la Llave",27,"Juventud","Soltera","Medio",NA,0
"14-077287-0","2023-07-27","Hombre","Union libre","Secundaria","México",35,"Adultez","Relacion","Medio",2023,0
"14-077306-0","2020-08-06","Mujer","Divorciada","Secundaria","Portal",53,"Adultez","Separada/Divorciada","Medio",2020,0
"14-077337-0",NA,"Hombre","Union libre","Secundaria","Portal",26,"Juventud","Relacion","Medio",NA,0
"14-077338-0",NA,"Hombre","Union libre","Preparatoria","Portal",26,"Juventud","Relacion","Medio",NA,0
"14-077343-0",NA,"Hombre","Union libre","Secundaria","Chihuahua",21,"Juventud","Relacion","Medio",NA,0
"14-077350-0","2021-07-16","Hombre","Soltera","Secundaria","México",15,"Adolescencia","Soltera","Medio",2021,0
"14-077365-0","2021-09-20","Mujer","Soltera","Secundaria","México",17,"Adolescencia","Soltera","Medio",2021,0
"14-077368-0","2022-07-19","Hombre","Soltera","Licenciatura","Puebla",30,"Juventud","Soltera","Superior",2022,0
"14-077379-0",NA,"Hombre","Soltera","Preparatoria","Portal",28,"Juventud","Soltera","Medio",NA,0
"14-077398-0",NA,"Hombre","Viuda","Primaria","Nuevo León",39,"Adultez","Desconocido","Basico",NA,0
"14-077410-0","2020-06-17","Hombre","Casada","Primaria","Guanajuato",41,"Adultez","Relacion","Basico",2020,0
"14-077411-0",NA,"Hombre","Casada","Secundaria","Zacatecas",49,"Adultez","Relacion","Medio",NA,0
"14-077415-0",NA,"Mujer","Union libre","Sin escolaridad","Portal",48,"Adultez","Relacion","Desconocido",NA,0
"14-077423-0","2022-02-07","Hombre","Soltera","Primaria","San Luis Potosí",24,"Juventud","Soltera","Basico",2022,0
"14-077424-0","2023-07-26","Mujer","Soltera","Secundaria","Chiapas",37,"Adultez","Soltera","Medio",2023,0
"14-077432-0","2023-06-19","Hombre","Casada","Licenciatura","Chiapas",39,"Adultez","Relacion","Superior",2023,0
"14-077445-0","2021-09-23","Hombre","Soltera","Primaria","México",6,"Niñez","Soltera","Basico",2021,0
"14-077457-0",NA,"Hombre","Soltera","Secundaria","Portal",22,"Juventud","Soltera","Medio",NA,0
"14-077461-0","2019-03-10","Mujer","Soltera","Preparatoria","Ciudad de México",24,"Juventud","Soltera","Medio",2019,0
"14-077465-0","2019-06-14","Hombre","Soltera","Secundaria","Sinaloa",25,"Juventud","Soltera","Medio",2019,0
"14-077481-0","2020-03-26","Hombre","Casada","Primaria","Guanajuato",35,"Adultez","Relacion","Basico",2020,0
"14-077482-0",NA,"Mujer","Soltera","Secundaria","Veracruz de Ignacio de la Llave",18,"Adolescencia","Soltera","Medio",NA,0
"14-077487-0",NA,"Hombre","Divorciada","Secundaria","Sinaloa",34,"Adultez","Separada/Divorciada","Medio",NA,0
"14-077502-0","2023-06-25","Hombre","Soltera","Preparatoria","Ciudad de México",17,"Adolescencia","Soltera","Medio",2023,0
"14-077504-0",NA,"Hombre","Soltera","Licenciatura","Portal",40,"Adultez","Soltera","Superior",NA,0
"14-077510-0",NA,"Hombre","Union libre","Primaria","Portal",33,"Adultez","Relacion","Basico",NA,0
"15-077543-0",NA,"Hombre","Soltera","Primaria","Veracruz de Ignacio de la Llave",19,"Juventud","Soltera","Basico",NA,0
"15-077553-0",NA,"Hombre","Separada","Secundaria","Sinaloa",35,"Adultez","Separada/Divorciada","Medio",NA,0
"15-077558-0","2020-02-03","Hombre","Soltera","Secundaria","Guanajuato",33,"Adultez","Soltera","Medio",2020,0
"15-077563-0",NA,"Hombre","Soltera","Preparatoria","Chihuahua",25,"Juventud","Soltera","Medio",NA,0
"15-077571-0",NA,"Hombre","Casada","Secundaria","Veracruz de Ignacio de la Llave",31,"Adultez","Relacion","Medio",NA,0
"15-077577-0","2021-07-08","Mujer","Soltera","Sin escolaridad","México",3,"Niñez","Soltera","Desconocido",2021,0
"15-077589-0",NA,"Hombre","Soltera","Preparatoria","Portal",23,"Juventud","Soltera","Medio",NA,0
"15-077612-0","2019-03-25","Hombre","Soltera","Primaria","Ciudad de México",39,"Adultez","Soltera","Basico",2019,0
"15-077616-0",NA,"Hombre","Union libre","Primaria","Portal",37,"Adultez","Relacion","Basico",NA,0
"15-077628-0","2023-07-31","Hombre","Soltera","Sin escolaridad","Aguascalientes",67,"Adultez Mayor","Soltera","Desconocido",2023,0
"15-077631-0","2022-01-03","Hombre","Casada","Secundaria","Portal",47,"Adultez","Relacion","Medio",2022,0
"15-077640-0","2019-02-08","Hombre","Soltera","Licenciatura","Ciudad de México",53,"Adultez","Soltera","Superior",2019,0
"15-077642-0","2023-05-01","Mujer","Casada","Secundaria","Chiapas",27,"Juventud","Relacion","Medio",2023,0
"15-077656-0","2021-01-06","Hombre","Divorciada","Licenciatura","México",82,"Adultez Mayor","Separada/Divorciada","Superior",2021,0
"15-077661-0",NA,"Hombre","Union libre","Secundaria","Portal",30,"Juventud","Relacion","Medio",NA,0
"15-077669-0",NA,"Hombre","Soltera","Primaria","Portal",39,"Adultez","Soltera","Basico",NA,0
"15-077674-0","2019-12-19","Hombre","Soltera","Tecnico","Ciudad de México",31,"Adultez","Soltera","Desconocido",2019,0
"15-077678-0","2020-12-25","Hombre","Soltera","Primaria","México",10,"Niñez","Soltera","Basico",2020,0
"15-077691-0",NA,"Hombre","Soltera","Primaria","Chihuahua",26,"Juventud","Soltera","Basico",NA,0
"15-077711-0","2019-03-15","Hombre","Casada","Licenciatura","Ciudad de México",50,"Adultez","Relacion","Superior",2019,0
"15-077714-0","2019-12-19","Hombre","Union libre","Secundaria","Michoacán de Ocampo",29,"Juventud","Relacion","Medio",2019,0
"15-077718-0",NA,"Hombre","Casada","Preparatoria","Portal",36,"Adultez","Relacion","Medio",NA,0
"15-077720-0","2022-04-20","Mujer","Casada","Profesional tecnico","Portal",59,"Adultez","Relacion","Desconocido",2022,0
"15-077721-0","2021-03-18","Hombre","Soltera","Comercial","Portal",46,"Adultez","Soltera","Desconocido",2021,0
"15-077727-0","2019-03-05","Hombre","Casada","Secundaria","Coahuila de Zaragoza",42,"Adultez","Relacion","Medio",2019,0
"15-077738-0","2023-07-19","Hombre","Soltera","Preparatoria","Sinaloa",30,"Juventud","Soltera","Medio",2023,0
"15-077745-0","2018-05-07","Mujer","Soltera","Sin escolaridad","Guanajuato",16,"Adolescencia","Soltera","Desconocido",2018,0
"15-077757-0","2019-12-09","Hombre","Soltera","Secundaria","Baja California Sur",26,"Juventud","Soltera","Medio",2019,0
"15-077760-0","2022-12-12","Hombre","Casada","Primaria","Michoacán de Ocampo",35,"Adultez","Relacion","Basico",2022,0
"15-077761-0",NA,"Hombre","Soltera","Secundaria","Portal",33,"Adultez","Soltera","Medio",NA,0
"15-077770-0","2023-03-29","Hombre","Union libre","Primaria","Michoacán de Ocampo",43,"Adultez","Relacion","Basico",2023,0
"15-077792-0",NA,"Hombre","Union libre","Preparatoria","Veracruz de Ignacio de la Llave",27,"Juventud","Relacion","Medio",NA,0
"15-077801-0","2022-05-24","Hombre","Soltera","Preparatoria","Baja California Sur",52,"Adultez","Soltera","Medio",2022,0
"15-077805-0","2022-04-21","Hombre","Soltera","Primaria","Sonora",46,"Adultez","Soltera","Basico",2022,0
"15-077823-0","2019-12-13","Hombre","Soltera","Primaria","Michoacán de Ocampo",29,"Juventud","Soltera","Basico",2019,0
"15-077824-0",NA,"Mujer","Separada","Primaria","Chihuahua",17,"Adolescencia","Separada/Divorciada","Basico",NA,0
"15-077828-0",NA,"Hombre","Soltera","Preparatoria","Veracruz de Ignacio de la Llave",27,"Juventud","Soltera","Medio",NA,0
"15-077842-0","2019-11-25","Mujer","Soltera","Secundaria","Coahuila de Zaragoza",14,"Adolescencia","Soltera","Medio",2019,0
"15-077848-0",NA,"Mujer","Separada","Preparatoria","Portal",39,"Adultez","Separada/Divorciada","Medio",NA,0
"15-077849-0","2021-08-18","Hombre","Soltera","Secundaria","México",74,"Adultez Mayor","Soltera","Medio",2021,0
"15-077853-0",NA,"Mujer","Soltera","Sin escolaridad","Portal",12,"Niñez","Soltera","Desconocido",NA,0
"15-077857-0","2022-05-02","Mujer","Soltera","Secundaria","Michoacán de Ocampo",12,"Niñez","Soltera","Medio",2022,0
